ID,社名（日本語）,社名（英語）,都道府県,地域,カテゴリ,説明（日本語）,説明（英語）,公式URL,従業員数,資本金（万円）,公式サイト確認
fo020,白糸酒造,Shiraito Brewery,福岡,九州,酒造,糸島の地酒蔵,Itoshima local sake brewer,https://www.shiraito.com/,,,確認済み
fo021,杜の蔵,Mori no Kura,福岡,九州,酒造,久留米の純米酒蔵,Kurume all-junmai brewer,https://www.morinokura.co.jp/,,,確認済み
fo023,株式会社福寿園,Yame Fukujuen,京都,関西,お茶,八女抹茶の名門,Famed Yame matcha,,,,
fo024,八女茶 田中茶舗,Tanaka Chaho Yame,福岡,九州,お茶,八女茶の老舗茶舗,Heritage Yame tea house,http://www.tanakachaho.com,,,
fo025,八女ふくおか茶協同組合,Fukuoka Yame Tea Coop,福岡,九州,お茶,八女茶組合,Yame tea cooperative,https://fukuoka-ochakumiai.jimdofree.com/,,,
fo026,博多曲物 十八代柴田玉樹,Hakata Magemono Tamaki,福岡,九州,木工・家具,博多曲物の若手,Young Hakata magemono,,,,
fo029,博多金物株式会社,Hakata Iron Pan,福岡,九州,刃物・金物,博多の鉄鍋メーカー,Hakata iron pan maker,,,,
sa001,有田焼 香蘭社,Koransha Aritayaki,佐賀,九州,硝子・陶磁器,有田焼の老舗,Heritage Arita porcelain,https://www.koransha.co.jp/,,,確認済み
sa002,有田焼 深川製磁,Fukagawa Seiji,佐賀,九州,硝子・陶磁器,有田焼の宮内庁御用達,"Arita, Imperial Household supplier",https://www.fukagawa-seiji.co.jp/,,,確認済み
sa003,有田焼 源右衛門窯,Gen-emon Kiln,佐賀,九州,硝子・陶磁器,有田焼の老舗窯元,Heritage Arita kiln,https://www.gen-emon.co.jp/,,,確認済み
sa004,有田焼 柿右衛門窯,Kakiemon Kiln,佐賀,九州,硝子・陶磁器,有田焼の人間国宝家系,Arita Living Treasure lineage,https://www.kakiemon.co.jp/,,,確認済み
sa005,有田焼 今右衛門窯,Imaemon Kiln,佐賀,九州,硝子・陶磁器,有田焼の人間国宝家系,Arita Living Treasure lineage,https://imaemon.co.jp/,,,確認済み
sa007,伊万里 畑萬陶苑,Hatamanto-en,佐賀,九州,硝子・陶磁器,鍋島焼の代表窯,Representative Nabeshima kiln,https://hataman.jp/,,,確認済み
sa008,唐津焼 中里太郎右衛門陶房,Nakazato Taroemon Kiln,佐賀,九州,硝子・陶磁器,唐津焼の人間国宝家系,Karatsu Living Treasure lineage,https://www.taroemon.com/,,,確認済み
sa009,唐津焼 隆太窯,Ryuta Kiln Karatsu,佐賀,九州,硝子・陶磁器,唐津焼の名陶,Famed Karatsu kiln,https://www.ryuta-gama.com/,,,確認済み
sa012,小城羊羹 村岡屋,Muraokaya Ogi Yokan,佐賀,九州,食品・調味料,小城羊羹の老舗,Heritage Ogi yokan,https://www.muraokaya.co.jp/,,,確認済み
sa013,丸ぼうろ 北島,Kitajima Marubouro,佐賀,九州,食品・調味料,佐賀丸ぼうろの老舗,Heritage Saga marubouro,https://www.kitajimaya.co.jp/,,,確認済み
sa015,富久千代酒造 (鍋島),Fukuchiyo Brewery (Nabeshima),佐賀,九州,酒造,鹿島の鍋島蔵元,Kashima brewer of Nabeshima,https://nabeshima.co.jp/,,,確認済み
sa016,天山酒造,Tenzan Brewery,佐賀,九州,酒造,小城の地酒蔵,Ogi local sake brewer,https://www.tenzan.co.jp/,,,確認済み
sa017,光武酒造場,Mitsutake Brewery,佐賀,九州,酒造,鹿島の地酒蔵,Kashima local sake,https://www.mitsutake.co.jp/,,,
sa018,嬉野茶 副島園,Soejima-en Ureshino,佐賀,九州,お茶,嬉野茶の老舗茶園,Heritage Ureshino tea grower,https://soejimaen.thebase.in/,,,
sa020,佐賀海苔 佐賀有明海漁協,Saga Ariake Nori,佐賀,九州,食品・調味料,佐賀有明海苔の加工,Saga Ariake nori processor,https://www.jf-sariake.or.jp/,,,
sa021,伊万里・有田焼伝統陶磁器組合,Arita Ceramic Coop,佐賀,九州,硝子・陶磁器,有田焼の組合,Arita ceramic cooperative,https://imari-toujiki.or.jp/,,,
nk001,カステラ 福砂屋,Fukusaya Castella,長崎,九州,食品・調味料,カステラ発祥の老舗,Original castella heritage,https://www.castella.co.jp/,,,確認済み
nk002,カステラ 文明堂総本店,Bunmeido Sohonten,長崎,九州,食品・調味料,長崎カステラの老舗,Heritage Nagasaki castella,https://www.bunmeido.ne.jp/,,,確認済み
nk003,カステラ 松翁軒,Shooken Castella,長崎,九州,食品・調味料,長崎カステラ松翁軒,Nagasaki Shooken castella,https://shooken.com/,,,確認済み
nk004,波佐見焼 マルヒロ,Maruhiro Hasamiyaki,長崎,九州,硝子・陶磁器,波佐見焼のブランド HASAMI,Hasami brand of Hasami-yaki,https://www.hasamiyaki.jp/,,,確認済み
nk005,波佐見焼 西山窯,Nishiyama Hasami Kiln,長崎,九州,硝子・陶磁器,波佐見焼の窯元,Hasami-yaki kiln,https://cf-nishiyama.jp/,,,
nk006,波佐見焼 白山陶器,Hakusan Pottery,長崎,九州,硝子・陶磁器,波佐見焼デザインの代表,Hasami design representative,https://www.hakusan-porcelain.co.jp/,,,確認済み
nk007,三川内焼 平戸洸祥団右ヱ門,Mikawachi Pottery,長崎,九州,硝子・陶磁器,三川内焼の老舗窯元,Heritage Mikawachi kiln,https://www.kohsyo.co.jp/,,,
nk010,長崎ハム,Nagasaki Ham,長崎,九州,食品・調味料,長崎の老舗ハム,Heritage Nagasaki ham,https://meijiyaham.jp/,,,
nk011,五島列島 椿油,Goto Camellia Oil,長崎,九州,化粧品,五島の椿油,Goto camellia oil,https://www.tsubaki-abura.jp/,,,確認済み
nk012,五島手延うどん,Goto Tenobe Udon,長崎,九州,食品・調味料,五島の手延べうどん,Goto hand-stretched udon,https://www.goto-udon.jp/,,,
nk014,福田酒造,Fukuda Brewery,長崎,九州,酒造,平戸の老舗酒蔵,Hirado heritage sake brewer,https://www.fukudashuzou.co.jp/,,,確認済み
nk015,麦焼酎 壱岐の華,Iki no Hana Shochu,長崎,九州,酒造,壱岐の麦焼酎蔵元,Iki barley shochu,https://ikinohana.co.jp/,,,確認済み
nk016,壱岐麦焼酎 玄海酒造,Genkai Shuzo Iki Shochu,長崎,九州,酒造,壱岐麦焼酎の老舗,Heritage Iki barley shochu,https://genkai-sake.com/,,,確認済み
nk017,佐世保バーガー協同組合,Sasebo Burger Coop,長崎,九州,食品・調味料,佐世保バーガーのメーカー,Sasebo burger makers,,,,
km001,肥後象嵌 光助,Kosuke Higo Zogan,熊本,九州,伝統工芸,肥後象嵌の老舗,Heritage Higo zogan inlay,https://www.kosuke-zougan.com/,,,確認済み
km004,フジバンビ (黒糖ドーナツ),Fuji Bambi,熊本,九州,食品・調味料,熊本の黒糖ドーナツ,Kumamoto kokuto donut,https://fuji-bambi.com/,,,確認済み
km005,陣太鼓 お菓子の香梅,Kobai Jintaiko,熊本,九州,食品・調味料,熊本陣太鼓の老舗,Heritage Kumamoto Jintaiko,https://www.kobai.jp/,,,確認済み
km007,高橋酒造 (白岳),Takahashi Brewery (Hakutake),熊本,九州,酒造,人吉の白岳球磨焼酎,Hitoyoshi Kuma shochu,https://hakutake.co.jp/,,,確認済み
km008,球磨焼酎 繊月酒造,Sengetsu Brewery,熊本,九州,酒造,球磨焼酎の老舗,Heritage Kuma shochu,https://sengetsu.co.jp/,,,確認済み
km009,球磨焼酎 鳥飼酒造,Torikai Shuzo,熊本,九州,酒造,球磨米焼酎の老舗,Heritage Kuma rice shochu,https://torikai.jp/,,,確認済み
km010,瑞鷹酒造,Zuiyo Brewery,熊本,九州,酒造,熊本市の老舗酒蔵,Kumamoto heritage sake brewer,https://www.zuiyo.co.jp/,,,確認済み
km012,小代焼 ふもと窯,Fumoto Shodai-yaki,熊本,九州,硝子・陶磁器,小代焼の窯元,Shodai-yaki kiln,,,,
oi001,別府竹細工 大分県竹工芸,Beppu Bamboo Craft,大分,九州,伝統工芸,別府竹細工の老舗,Heritage Beppu bamboo craft,https://www.takeko.jp/,,,確認済み
oi004,由布院ジャム工房,Yufuin Jam Atelier,大分,九州,食品・調味料,湯布院のジャム,Yufuin jam atelier,https://www.kotokotoya.com/,,,
oi007,二階堂酒造 (麦焼酎),Nikaido Shochu,大分,九州,酒造,日出町の麦焼酎蔵,Hiji barley shochu brewer,https://www.nikaido-shuzo.co.jp/,,,確認済み
oi008,三和酒類 (いいちこ),Sanwa Shurui (iichiko),大分,九州,酒造,宇佐の麦焼酎、いいちこ,Usa brewer of iichiko,https://www.iichiko.co.jp/,,,確認済み
oi009,老松酒造,Oimatsu Brewery,大分,九州,酒造,日田の老舗酒蔵,Hita heritage sake brewer,https://www.oimatsu.com/,,,確認済み
oi010,小鹿田焼 坂本工窯,Sakamoto Onta Kiln,大分,九州,硝子・陶磁器,小鹿田焼の伝統窯,Heritage Onta pottery,https://onta-yaki-sakamoto.com/,,,確認済み
mz002,日向夏加工 (上沖産業),Hyuganatsu Citrus,宮崎,九州,食品・調味料,日向夏の加工,Hyuganatsu citrus processor,http://kamioki.starfree.jp/,,,
mz004,霧島酒造 (黒霧島),Kirishima Shuzo,宮崎,九州,酒造,都城の芋焼酎、黒霧島,Miyakonojo brewer of Kuro Kirishima,https://www.kirishima.co.jp/,,,確認済み
mz005,雲海酒造 (そば焼酎),Unkai Shuzo,宮崎,九州,酒造,宮崎のそば焼酎,Miyazaki buckwheat shochu,https://www.unkai.co.jp/,,,確認済み
mz006,櫻の郷酒造,Sakura no Sato Brewery,宮崎,九州,酒造,宮崎の地焼酎蔵,Miyazaki local shochu brewer,https://www.sakuranosato.co.jp/,,,
mz011,高千穂神楽面工房,Takachiho Mask Atelier,宮崎,九州,伝統工芸,高千穂神楽の面工房,Takachiho kagura mask atelier,,,,
mz013,宮崎キャビア工房,Miyazaki Caviar,宮崎,九州,食品・調味料,宮崎の国産キャビア,Miyazaki domestic caviar,https://miyazaki-caviar.com/,,,確認済み
kr001,薩摩切子 島津興業,Satsuma Kiriko Shimadzu,鹿児島,九州,硝子・陶磁器,薩摩切子の現代復興,Modern Satsuma kiriko revival,https://www.satsumakiriko.jp/,,,確認済み
kr003,薩摩焼 沈壽官窯,Chin Jukan Satsuma-yaki,鹿児島,九州,硝子・陶磁器,薩摩焼の名門窯,Famed Satsuma-yaki lineage,https://chin-jukan.co.jp/,,,確認済み
kr004,沈壽官窯,Naeshirogawa Satsuma,鹿児島,九州,硝子・陶磁器,薩摩焼の伝統窯,Satsuma traditional kiln,,,,
kr005,薩摩芋焼酎 西酒造 (薩摩宝山),Nishi Shuzo (Hozan),鹿児島,九州,酒造,日置の芋焼酎、宝山,Hioki brewer of Hozan,https://www.hozan.jp/,,,確認済み
kr006,株式会社黒木本店,Kuroki Brewery (Maou),宮崎,九州,酒造,芋焼酎の幻の蔵元 (※宮崎),Phantom shochu maker (Miyazaki),,,,
kr007,薩摩酒造 (さつま白波),Satsuma Shuzo,鹿児島,九州,酒造,枕崎のさつま白波蔵元,Makurazaki Satsuma Shiranami,https://www.satsuma.co.jp/,,,確認済み
kr008,村尾酒造 (村尾),Murao Brewery,鹿児島,九州,酒造,薩摩川内の村尾蔵元,Satsumasendai brewer of Murao,https://murao-shuzo.jp/,,,確認済み
kr009,小正醸造 (メローコヅル),Komasa Brewery,鹿児島,九州,酒造,日置の焼酎蔵,Hioki shochu brewer,https://www.komasa.co.jp/,,,確認済み
kr010,焼酎の祁答院蒸溜所,Kedoin Distillery,鹿児島,九州,酒造,鹿児島の本格芋焼酎,Kagoshima authentic imo shochu,https://www.imoshochu.com/,,,
kr011,枕崎かつお節 山吉国澤百馬商店,Yamayoshi Katsuobushi,鹿児島,九州,食品・調味料,枕崎かつお節の老舗,Heritage Makurazaki katsuobushi,https://yamayoshi-honten.com/,,,確認済み
kr012,指宿砂むし 砂湯化粧品,Ibusuki Sand Cosmetics,鹿児島,九州,化粧品,指宿温泉化粧品,Ibusuki onsen cosmetics,,,,
kr015,大島紬 工房,Oshima Tsumugi Atelier,鹿児島,九州,アパレル・繊維,奄美大島紬の伝統工芸,Amami Oshima tsumugi,https://oshimatsumugi.com/,,,
kr016,奄美黒糖焼酎 朝日酒造,Asahi Brewery Amami,鹿児島,九州,酒造,奄美の黒糖焼酎蔵,Amami brown-sugar shochu,https://www.kokuto.co.jp/,,,確認済み
kr019,鹿児島茶 知覧,Chiran Tea,鹿児島,九州,お茶,知覧茶の茶園,Chiran tea grower,https://chiran-cha.com/,,,確認済み
ow001,琉球紅型 城間紅型工房,Shiroma Bingata,沖縄,沖縄,アパレル・繊維,琉球紅型の人間国宝家系,Ryukyu bingata Living Treasure,https://shiroma-bingata.com/,,,確認済み
ow002,琉球紅型 知念紅型,Chinen Bingata,沖縄,沖縄,アパレル・繊維,琉球紅型の伝統工房,Ryukyu bingata atelier,https://www.chinenbingata.com/,,,
ow003,琉球ガラス工房 奥原硝子,Okuhara Ryukyu Glass,沖縄,沖縄,硝子・陶磁器,琉球ガラスの老舗,Heritage Ryukyu glass,https://okuhara-glass.com/,,,確認済み
ow004,琉球ガラス 稲嶺盛吉ガラス工房,Inamine Ryukyu Glass,沖縄,沖縄,硝子・陶磁器,琉球ガラスの巨匠,Master of Ryukyu glass,https://inamine-glass.com/,,,確認済み
ow005,琉球ガラス 海風ガラス,Umikaze Ryukyu Glass,沖縄,沖縄,硝子・陶磁器,沖縄のガラス工房,Okinawa glass atelier,https://okinawa-umikaze.com/,,,
ow006,壺屋焼 育陶園,Ikutoen Tsuboya-yaki,沖縄,沖縄,硝子・陶磁器,壺屋焼の老舗窯元,Heritage Tsuboya-yaki,https://www.ikutouen.com/,,,確認済み
ow007,有限会社育陶園,Aragaki Tsuboya,沖縄,沖縄,硝子・陶磁器,壺屋焼の伝統窯,Tsuboya traditional kiln,,,,
ow009,久米島紬 久米島紬の里,Kumejima Tsumugi,沖縄,沖縄,アパレル・繊維,久米島紬の伝統工房,Kumejima tsumugi atelier,https://www.kumejimatsumugi.com/,,,確認済み
ow010,芭蕉布 喜如嘉,Kijoka Bashofu,沖縄,沖縄,アパレル・繊維,喜如嘉の芭蕉布,Kijoka banana-fiber textile,https://kijoka.jp/,,,確認済み
ow011,宮古上布 宮古織物,Miyako Jofu Weaver,沖縄,沖縄,アパレル・繊維,宮古上布の伝統工芸,Miyako jofu textile,https://miyako-joufu.com/,,,
ow012,瑞泉酒造 (泡盛),Zuisen Distillery,沖縄,沖縄,酒造,那覇の泡盛老舗,Heritage Naha awamori,https://www.zuisen.co.jp/,,,確認済み
ow013,久米仙酒造 (泡盛),Kumesen Distillery,沖縄,沖縄,酒造,沖縄泡盛の代表蔵,Representative Okinawa awamori,https://www.k-kumesen.co.jp/,,,確認済み
ow014,忠孝酒造 (泡盛),Chuko Distillery,沖縄,沖縄,酒造,豊見城の泡盛蔵,Tomigusuku awamori brewer,https://chuko-awamori.com/,,,確認済み
ow015,請福酒造 (石垣泡盛),Seifuku Distillery,沖縄,沖縄,酒造,石垣島の泡盛蔵,Ishigaki awamori brewer,https://www.seifuku.co.jp/,,,確認済み
ow016,沖縄 黒糖加工,Okinawa Kokuto,沖縄,沖縄,食品・調味料,離島の黒糖加工,Okinawa islands kokuto sugar,https://www.okinawa-kurozatou.or.jp/,,,
ow017,沖縄ちんすこう 新垣菓子店,Aragaki Chinsuko,沖縄,沖縄,食品・調味料,沖縄ちんすこうの老舗,Heritage Okinawa chinsuko,https://www.chinsuko.co.jp/,,,確認済み
ow018,沖縄塩 ぬちまーす,Nuchimasu Salt,沖縄,沖縄,食品・調味料,沖縄のミネラル塩,Okinawa mineral salt,https://www.nuchima-su.co.jp/,,,確認済み
cos_tk01,江原道 (Koh Gen Do),Koh Gen Do,東京,関東,化粧品,自然派ベースメイクの中堅ブランド,Naturally-formulated base makeup brand,https://www.kohgendo.com/,,,確認済み
cos_tk09,N organic,N organic,東京,関東,化粧品,ナチュラル成分スキンケア,Natural-ingredient skincare brand,https://n-organic.com/,,,確認済み
cos_tk12,MEDIPLUS (メディプラス),MEDIPLUS,東京,関東,化粧品,オールインワン化粧品,All-in-one skincare,https://www.mediplus.co.jp/,,,確認済み
cos_tk13,TUNEMAKERS (チューンメーカーズ),TUNEMAKERS,東京,関東,化粧品,原液美容液の専門ブランド,Pure-extract serum specialist,https://www.tunemakers.net/,,,確認済み
cos_tk17,ジャパン・オーガニック (ドゥーオーガニック),Japan Organic (do organic),東京,関東,化粧品,国産オーガニック認証コスメ,Certified domestic organic cosmetics,https://www.do-organic.com/,,,確認済み
cos_tk19,アディクション (ADDICTION),ADDICTION,東京,関東,化粧品,カラーコスメの専門ブランド,Color-cosmetics specialty brand,https://www.addiction-beauty.com/,,,確認済み
cos_tk21,アユーラ・ラボラトリーズ,Ayura Laboratories,東京,関東,化粧品,ホリスティック化粧品（既存重複あり）,Holistic cosmetics brand,https://www.ayura.co.jp/,,,
cos_ky01,株式会社京都美粧研,Kyoto Biken,京都,関西,化粧品,京の伝統素材コスメ研究,Kyoto heritage-ingredient cosmetics R&D,,,,
cos_kn01,アジュバンコスメジャパン,Adjuvant Cosme Japan,兵庫,関西,化粧品,神戸発サロン専売ブランド,Kobe salon-exclusive cosmetics,https://www.adjuvant.co.jp/,,,確認済み
cos_ym01,ARSOA (アルソア慧央グループ),ARSOA,山梨,中部,化粧品,八ヶ岳の自然派石鹸・化粧品,Yatsugatake natural soap & cosmetics,https://www.arsoa.co.jp/,,,確認済み
cos_gm01,株式会社草津温泉浴剤製造所,Kusatsu Onsen Cosmetics,群馬,関東,化粧品,草津温泉素材コスメ,Kusatsu onsen-source cosmetics,,,,
cos_km01,南阿蘇オーガニック,Aso Mineral Water Cosme,熊本,九州,化粧品,阿蘇のミネラル水コスメ,Aso mineral-water cosmetics,,,,
